article_title	article_author	article_publication_date	article_content
Pesawat Jokowi ke Solo Dikawal 8 Pesawat Tempur, Ada F16 hingga Sukhoi	Antara - detikNews	Minggu, 20 Okt 2024 21:20 WIB	"TNI Angkatan Udara membenarkan delapan pesawat tempurnya mengawal penerbangan Presiden ke-7 RI Joko Widodo ke Surakarta, Jawa Tengah. Jokowi pulang ke Solo setelah purnatugas sebagai presiden.
Pesawat-pesawat tempur dari beberapa skuadron TNI Angkatan Udara itu mengawal pesawat Boeing 737-800 Next Gen dengan nomor ekor A7309, yang mengangkut Presiden ke-7 RI Joko Widodo beserta istrinya, Iriana Joko Widodo, pada Minggu (20/10/2024) sore.
""Pengawalan kehormatan Presiden ke-7 RI Pak Joko Widodo kembali ke Solo dari Pangkalan Udara Halim Perdanakusuma dikawal tiga pesawat T50, empat pesawat tempur F16, dan satu Sukhoi,"" kata Kepala Dinas Penerangan TNI Angkatan Udara Marsekal Pertama TNI Ardi Syahri saat dihubungi di Jakarta, seperti dilansir Antara.
Empat pesawat tempur F16 yang mengawal penerbangan Joko Widodo dari Jakarta ke Surakarta itu berasal dari Skadron Udara 16 Lanud Roesmin Nurjadin. Dari empat pesawat itu, satu jet tempur F16 juga mengabadikan peristiwa pesawat Boeing yang mengangkut Jokowi dikawal pesawat-pesawat tempur TNI AU.
Sementara itu, tiga jet tempur latih T50i Golden Eagle dikerahkan oleh TNI AU dari Skadron Udara 15 Lanud Iswahjudi, Jawa Timur. Kemudian, satu pesawat tempur Sukhoi yang mengawal Presiden ke-7 RI itu berasal dari Skadron Udara 11 Lanud Sultan Hasanuddin.
Joko Widodo selepas purnatugas sebagai presiden selama dua periode memilih kembali ke kediamannya di Surakarta, Jawa Tengah. Dia diantar oleh Presiden ke-8 RI Prabowo Subianto sampai di apron Lanud Halim Perdanakusuma, Jakarta, pada Minggu sore.
Jokowi, sebelum naik pesawat, menyebut dia menyerahkan seluruhnya impian dan cita-cita masa depan bangsa kepada Prabowo.
""Saya sampaikan kepada Bapak Presiden, saya serahkan seutuhnya impian, harapan, cita-cita besar dari 280 juta rakyat Indonesia kepada Bapak Presiden Jenderal TNI Purnawirawan Prabowo Subianto,"" kata Jokowi kepada wartawan di Base Ops Lanud Halim Perdanakusuma.
Jokowi juga berpesan agar masyarakat Indonesia selalu hidup rukun membangun bangsa.
""Rukun, bersatu, berangkulan, membangun negara ini. Sesuai yang disampaikan oleh Bapak Presiden Prabowo,"" kata Jokowi.
Di lokasi yang sama, Presiden RI Prabowo Subianto meminta doa yang terbaik dari masyarakat untuk kerja-kerja pemerintahannya ke depan.
""Ya, doakan yang terbaik. Terima kasih,"" kata Prabowo.
Dalam rangkaian acara penghormatan kepada Joko Widodo di Lanud Halim Perdanakusuma itu, sejumlah pesawat tempur TNI AU juga menampilkan flypast.

Lihat Video 'Pesan Jokowi ke Prabowo: Saya Serahkan Seutuhnya Impian Rakyat':

[Gambas:Video 20detik]"
Ahmad Luthfi dan Warga Solo Kompak Menanti Kedatangan Jokowi	Dea Duta Aulia - detikNews	Minggu, 20 Okt 2024 17:03 WIB	"Calon Gubernur Jawa Tengah (Jateng) Ahmad Luthfi menyapa sejumlah relawan, warga, dan pendukung yang menanti kedatangan Presiden ke-7 Joko Widodo (Jokowi) di rumah Jokowi, Sumber, Solo.
Pantauan detikcom di lokasi, Ahmad Luthfi tiba di rumah Jokowi sekitar pukul 16.40 WIB. Tak lama kemudian, rombongan Calon Gubernur Jateng Taj Yasin pun tiba di lokasi.
Terlihat area sekitar rumah Jokowi cukup ramai dipadati oleh para warga dan pendukung. Mereka membentangkan berbagai ucapan 'Terima Kasih Pakde Jokowi'.
Tak hanya itu, Ahmad Luthfi pun turut menyapa sejumlah warga yang ada di depan rumah Jokowi. Warga yang menyambut nampak menyanyikan berbagai yel-yel menjelang kedatangan Jokowi di rumahnya.
""Terima kasih Pak Jokowi, terima kasih Pak Jokowi,"" teriak sejumlah warga di depan rumah Jokowi, Banjar Sari, Solo, Minggu (20/10/2024).
Tak hanya itu, mereka juga kerap menyanyikan lagu keroncong yang bernadakan ucapan terima kasih ke Jokowi.
""Kembali lagi kita bersama-sama lagi Pakde Jokowi,"" nyanyi warga.
Simak Video: Jokowi Pastikan Tak Ada Acara Penyambutan saat Ia Pulang ke Solo
[Gambas:Video 20detik]"
Pesan Jokowi ke Presiden Prabowo Sebelum Pulang ke Solo	Tim detikNews - detikSulsel	Minggu, 20 Okt 2024 18:00 WIB	"Presiden ke-7 RI Joko Widodo (Jokowi) mendoakan Presiden Prabowo Subianto diberi kekuatan untuk memimpin rakyat Indonesia ke depan. Jokowi menyebut Prabowo dan Wakil Presiden Gibran Rakabuming Raka punya tanggung jawab yang besar untuk memenuhi harapan 280 juta rakyat Indonesia.
Melansir dari detikNews, hal itu disampaikan Jokowi sebelum pulang ke Solo setelah resmi purnatugas pada Minggu (20/10/2024). Prabowo turut mengantar Jokowi di Lanud Halim Perdana Kusuma Jakarta Timur.
""Rukun, bersatu, berangkulan membangun negara ini sesuai dengan yang disampaikan Bapak Presiden Prabowo,"" kata Jokowi.
Jokowi pun menyerahkan sepenuhnya impian rakyat di tangan Prabowo. Jokowi meyakini Prabowo bisa memimpin Indonesia dengan baik.
""Oleh sebab itu saya sampaikan kepada Bapak Presiden, saya serahkan seutuhnya impian, harapan, cita-cita besar dari 280 juta rakyat Indonesia kepada Bapak Presiden Jenderal TNI Purnawirawan Prabowo Subianto,"" tuturnya.
Jokowi juga mendoakan Prabowo mendapatkan kekuatan untuk menjadi kepala negara. Prabowo, yang berdiri di samping Jokowi, kemudian mengangkat tangannya dengan gesture mengaminkan doa.
""Dan semoga beliau diberikan kekuatan untuk memimpin negara yang sangat besar sekali,"" kata Jokowi.
Dalam kesempatan itu, Prabowo juga menyampaikan doanya kepada Jokowi yang akan pulang ke Solo. Prabowo berharap semua yang terbaik untuk Jokowi.
""Kita mendoakan yang terbaik,"" ujar Prabowo yang berada di samping Jokowi.
Diketahui, Prabowo mengantar langsung kepulangan Jokowi ke Lanud Halim usai resmi purnatugas. Prabowo naik mobil bersama Jokowi sejak berangkat dari Istana Kepresidenan.
Jokowi, bersama istri Iriana Joko Widodo, pulang ke Solo dari Halim Perdanakusuma. Jokowi menumpangi pesawat TNI AU ke Solo.
""Nggak ada yang khusus, tadi beliau (Jokwoi) selalu mengatakan, beliau selalu menyampaikan ke saya, beliau berdoa, saya kuat, untuk menerima tanggung jawab yang besar,"" kata Prabowo.
Sebelumnya, Prabowo dan Gibran Rakabuming Raka sudah mengucapkan sumpah sebagai Presiden dan Wakil Presiden RI periode 2024-2029. Pengucapan sumpah berlangsung saat Sidang Paripurna MPR RI di gedung Nusantara MPR/DPR RI, Senayan, Jakarta Pusat, Minggu (20/10)."
Luhut Turut Sambut Jokowi dan Iriana Setiba di Solo	Audrey Santoso - detikNews	Minggu, 20 Okt 2024 18:30 WIB	"Presiden ke-7 RI Joko Widodo (Jokowi) dan Ibu Negara ke-6 Iriana Jokowi tiba di Solo, Jawa Tengah (Jateng). Keduanya nampak disambut oleh Luhut Binsar Pandjaitan.
Momen Luhut menjemput Jokowi setiba di Solo diunggah Luhut di akun Instagramnya, luhut.pandjaitan, Minggu (20/10/2024). Luhut terlihat menyambut Jokowi di bawah tangga pesawat.
Luhut memberi hormat dan menjabat tangan Jokowi. Jokowi nampak tertawa melihat Luhut yang menyambut kepulangannya ke Solo usai purnatugas sebagai presiden.
Selain Luhut, Dato Sri Tahir dan Pj Gubernur Jawa Tengah Nana Sudjana terlihat turut menyambut Jokowi. Mereka berdiri di samping Luhut.
Untuk diketahui, Jokowi dan Iriana pulang ke Solo diantar dengan pesawat TNI AU jenis Boeing. Pesawat tersebut lepas landas dari Lanud Halim Perdanakusuma, Jakarta Timur (Jaktim).
Presiden Prabowo mengantar kepulangan Jokowi dan Iriana di Lanud Halim. Sebelum menaiki pesawat, Jokowi menitipkan pesan untuk Presiden Prabowo.
""Saya serahkan seutuhnya impian, harapan, cita-cita besar dari 280 juta rakyat Indonesia kepada Bapak Presiden Jenderal TNI Purnawirawan Prabowo Subianto,"" kata Jokowi di Lanud Halim Perdanakusuma.
Simak Video: Luhut Pamit Sebagai Menko Marves, Kenang Perjuangan Lawan Covid-19
[Gambas:Video 20detik]"
Fajar Alfian kepada Jokowi: Terima Kasih Pakde untuk 10 Tahunnya	Mercy Raya - Sport	Minggu, 20 Okt 2024 18:50 WIB	"Pebulutangkis ganda putra Fajar Alfian memberikan ucapan terima kasih kepada Joko Widodo usai purnatugas sebagai Presiden RI selama dua periode. Terima kasih pakde, katanya.
Ucapan diutarakan juara All England 2024 itu melalui akun sosial medianya.
""Terima kasih Pakde untuk 10 tahunnya. Sehat selalu,"" tulis Fajar disertai emoji kedua tangan disatukan dan love berwarna merah.
Dalam postingan story Instagram, Fajar juga memasang foto saat ia dan Jokowi memegang raket bulutangkis di lapangan.
Dukungan Jokowi saat menjadi Presiden RI era 2014-2019 dan 2019-2024 terhadap olahraga memang cukup besar. Terkhusus bulutangkis, pria kelahiran Surakarta itu beberapa kali datang langsung menyaksikan gelaran bulutangkis baik di Jakarta, maupun di Bali, saat masa pandemi.
Salah satu contohnya kala PBSI menggelar Indonesia Badminton Festival 2021 di Nusa Dua, Bali. Jokowi tak hanya hadir tapi juga memberikan apresiasi langsung kepada tim Thomas Indonesia yang berhasil merebut Piala Thomas sejak terakhir kali 19 tahun lalu.
""Ini adalah sebuah prestasi yang telah ditunggu lama oleh seluruh rakyat Indonesia dan saya sekali lagi ingin menyampaikan penghargaan yang setinggi-tingginya untuk Piala Thomas, maupun untuk prestasi-prestasi yang lainnya yang tadi sudah disampaikan bapak Ketua Umum PBSI. Saya rasa itu yang bisa saya sampaikan, selamat kepada seluruh atlet dan PBSI. Terima kasih,"" kata Jokowi saat itu.
Tak hanya memberikan apresiasi, secara langsung pria kelahiran Surakarta itu menyempatkan bermain bersama dengan atlet-atlet bulutangkis yang masuk dalam tim Piala Thomas.
Saat itu, Jokowi berpasangan dengan Jonatan Christie, menghadapi kapten tim Piala Thomas Hendra Setiawan yang berduet dengan Ketua Umum PBSI Agung Firman Sampurna."
Panglima TNI dan Kapolri Diperintah Presiden Prabowo Antar Jokowi Sampai Solo	Audrey Santoso - detikNews	Minggu, 20 Okt 2024 20:34 WIB	"Kapolri Jenderal Listyo Sigit Prabowo dan Panglima TNI Jenderal Agus Subiyanto berada di Solo, Jawa Tengah (Jateng). Mereka mengaku mendapat perintah dari Presiden Prabowo Subianto untuk mengawal Presiden ke-7 Joko Widodo hingga tiba di Solo.
""Hari ini alhamdulillah saya dan Kapolri sudah di kediaman Bapak Jokowi, dan ini atas perintah Presiden RI Jenderal TNI Purnawirawan Prabowo Subianto supaya saya dan Kapolri untuk mengantar Bapak Jokowi,"" ucap Jenderal Agus di kediaman Jokowi, Solo, Jateng, Minggu (20/10/2024).
Jenderal Sigit menambahkan, dia bersyukur karena rangkaian acara pelantikan Presiden Prabowo dan Wakil Presiden (Wapres) Gibran Rakabuming Raka berjalan lancar. Khususnya, lanjut dia, dari sisi keamanan.
""Dari rangkaian yang ada, alhamdulillah, semua berjalan dengan baik, seluruh kegiatan pengamanan. Kita tahu dari mulai kediaman ke MPR, ke Istana, lanjut kepulangan Pak Jokowi ke Solo,"" tambah Jenderal Sigit.
""Walaupun kita tahu semua situasi di lapangan, namun alhamdulillah sesuai perintah Pak Presiden, Pak Prabowo Subianto untuk menjaga, mengawal, mengantar dan memastikan semua kegiatan bisa berjalan dengan baik semuanya, telah selesai,"" sambung mantan Kabareskrim Polri tersebut.
Jenderal Sigit pun berpamitan untuk kembali ke Jakarta. ""Alhamdulillah saat ini saya dan Panglima segera kembali ke Jakarta,"" ucap dia.
Simak Video: Jokowi Pastikan Tak Ada Acara Penyambutan saat Ia Pulang ke Solo
[Gambas:Video 20detik]"
Jokowi ke Presiden Prabowo: Saya Serahkan Seutuhnya Impian Rakyat	Maulana Ilhami Fawdi - detikSumbagsel	Minggu, 20 Okt 2024 17:00 WIB	"Presiden ke-7 RI Joko Widodo (Jokowi) resmi purnatugas. Jokowi menyerahkan seutuhnya impian rakyat Indonesia kepada Presiden ke-8 Prabowo Subianto.
""Oleh sebab itu saya sampaikan kepada Bapak Presiden, saya serahkan seutuhnya impian, harapan, cita-cita besar dari 280 juta rakyat Indonesia kepada Bapak Presiden Jenderal TNI Purnawirawan Prabowo Subianto,"" kata Jokowi di Lanud Halim Perdanakusuma, Jakarta Timur, Minggu (20/10/2024).
Jokowi juga mendoakan Prabowo mendapatkan kekuatan untuk menjadi kepala negara. Prabowo, yang berdiri di samping Jokowi, kemudian mengangkat tangannya dengan gesture mengaminkan doa.
""Dan semoga beliau diberikan kekuatan untuk memimpin negara yang sangat besar sekali,"" kata Jokowi.
Dalam kesempatan itu, Prabowo juga menyampaikan doanya kepada Jokowi yang akan pulang ke Solo. Prabowo berharap semua yang terbaik untuk Jokowi.
""Kita mendoakan yang terbaik,"" ujar Prabowo yang berada di samping Jokowi.
Jokowi, bersama istri Iriana Joko Widodo, akan pulang ke Solo dari Halim Perdanakusuma. Jokowi menumpangi pesawat TNI AU ke Solo.
Prabowo Subianto mengantarkan langsung Jokowi pulang ke Solo. Jokowi juga menyapa masyarakat yang berkumpul di sepanjang jalan menuju Lanud Halim.
Para menteri juga terlihat telah berbaris di apron bandara. Mereka akan melepas Jokowi yang akan menaiki pesawat TNI AU untuk pulang ke Solo.
Menteri-menteri era Jokowi yang hadir di Halim itu antara lain Menteri Dalam Negeri Tito Karnavian, Menteri Keuangan Sri Mulyani, Menteri Luar Negeri Retno Marsudi, Jaksa Agung ST Burhanuddin, Panglima TNI Jenderal Agus Subiyanto, Kapolri Jenderal Listyo Sigit Prabowo hingga Menteri PUPR Basuki Hadimuljono.
Ada juga Menkominfo Budi Arie Setyadi, Menteri Perindustrian Agus Gumiwang Kartasasmita, Menteri Perdagangan Zulkifli Hasan, Menteri Perhubungan Budi Karya Sumadi, Menko Perekonomian Airlangga Hartarto hingga Menko Polhukam Hadi Tjahjanto."
Menteri Ekonomi Jokowi Banyak Masuk Kabinet Prabowo, Bahlil: Yang Penting Kapasitas	Herdi Alif Al Hikam - detikFinance	Minggu, 20 Okt 2024 20:55 WIB	"Kabinet Presiden Prabowo Subianto disebut-sebut sebagai kabinet citarasa Presiden ke-7 Joko Widodo (Jokowi). Sebab, banyak menteri Jokowi yang ditarik Prabowo ke dalam kabinet yang akan dibentuknya.
Dari sektor ekonomi misalnya, ada Sri Mulyani Indrawati, Airlangga Hartarto, Bahlil Lahadalia hingga Erick Thohir. Namun Bahlil menegaskan bahwa hal tersebut tak perlu dipersoalkan, Sebab yang terpenting adalah kapasitas dari sosok-sosok yang dipilih.
""Nggak usah dipersoalkan tentang itu. Yang penting semua calon menteri punya kapasitas, kemampuan profesionalisme untuk membantu Prabowo mewujudkan program-program, janji-janji kampanyenya,"" tuturnya di Istana Kepresidenan, Jakarta, Minggu (20/10/2024).
Dalam membentuk pemerintahan, keberlanjutan memang menjadi salah satu tema yang dipilih Prabowo. Namun Bahlil menegaskan bahwa itu hanya sekadar tema.
""Jadi saya pikir ini keberlanjutan temanya aja, keberlanjutan saya yakin mereka punya chemistry yang pas,"" tegasnya."
Video: Teriakan 'Jokowi' dari Warga di Istana Merdeka	Yussa Ariska Viossa - 20DETIK	86,633 Views | Minggu, 20 Okt 2024 16:04 WIB	Presiden ke-7 RI Joko Widodo (Jokowi) menyapa warga saat hendak meninggalkan Istana Merdeka, Jakarta. Warga pun meneriakan nama Jokowi dan berebut untuk bersalaman.
Lepas Jokowi Pulang ke Solo, Erick & Basuki: Terima Kasih Pak!	Retno Ayuningrum - detikFinance	Minggu, 20 Okt 2024 18:08 WIB	
Sri Mulyani Pamer Momen Lepas Jokowi Mudik ke Solo di Bandara Halim	Herdi Alif Al Hikam - detikFinance	Minggu, 20 Okt 2024 17:02 WIB	"Sri Mulyani Indrawati, Menteri Keuangan era Kabinet Indonesia Maju memamerkan momen melepas Presiden ke-7 Joko Widodo (Jokowi) di Bandara Halim Perdanakusuma, Jakarta Pusat. Sri Mulyani menjadi salah satu menteri yang cukup lama membantu Jokowi, total dua periode secara penuh dia menjadi Bendahara Negara.
Sri Mulyani mengunggah 3 foto lewat Instagram resminya @smindrawati. Pertama dia memamerkan swafoto yang berisi dirinya bersama Jokowi dan Iriana Jokowi, Menkominfo Kabinet Indonesia Maju Budi Arie Setiadi, Menlu Kabinet Indonesia Maju Retno Marsudi, dan Menteri PPN/Kepala Bappenas Kabinet Indonesia Maju Suharso Monoarfa.
Kemudian foto kedua dan ketiga memperlihatkan momen Jokowi melambaikan tangan dan membungkuk sebelum masuk ke dalam pesawat TNI AU yang akan mengantarkan pulang kampung ke Solo.
""Menghantar Bapak @jokowi dan Ibu Iriana kembali ke Solo setelah menyelesaikan tugas negara sebagai Presiden dan Ibu Negara Republik Indonesia 2014-2024,"" ungkap Sri Mulyani dikutip Minggu (20/10/2024).
Dia juga menghaturkan terima kasih kepada Jokowi yang selama satu dekade telah mengabdi memimpin Indonesia. Menurutnya, dedikasi Jokowi untuk membangun dan memajukan Indonesia perlu diapresiasi.
""Terimakasih Bapak @jokowi dan Ibu Iriana atas pengabdian dan dedikasinya untuk membangun dan memajukan Indonesia,"" ujar Sri Mulyani.
Sri Mulyani kemungkinan bakal kembali masuk ke dalam pemerintah di bawah pimpinan Presiden Prabowo Subianto yang baru saja dilantik. Dia menjadi salah satu tokoh yang dipanggil Prabowo ke kediamannya untuk diberikan mandat sebagai menteri di kabinet baru."
Prabowo Ungkap Pesan Jokowi Usai Antar Terbang ke Solo	Maulana Ilhami Fawdi - detikNews	Minggu, 20 Okt 2024 15:11 WIB	"Presiden Prabowo Subianto telah mengantar Presiden ke-7 RI Joko Widodo (Jokowi) ke Lanud Halim Perdanakusuma untuk terbang pulang ke Solo. Prabowo mengungkap pesan Jokowi.
""Nggak ada yang khusus, tadi beliau selalu mengatakan, beliau selalu menyampaikan ke saya, beliau berdoa, saya kuat, untuk menerima tanggung jawab yang besar,"" kata Prabowo kepada wartawan, Minggu (20/10/2024).
Jokowi terbang ke Solo menggunakan pesawat TNI AU. Jokowi ditemani sang istri Iriana.
Sebelumnya, Jokowi dan Prabowo naik semobil dengan kendaraan MV3 Maung Garuda dari Istana Merdeka. Jokowi juga sempat menyapa warga sepanjang jalan.
""Oleh sebab itu saya sampaikan kepada Bapak Presiden, saya serahkan seutuhnya impian, harapan, cita-cita besar dari 280 juta rakyat Indonesia kepada Bapak Presiden Jenderal TNI Purnawirawan Prabowo Subianto,"" kata Jokowi.
Jokowi juga turut mendoakan Prabowo mendapatkan kekuatan untuk menjadi kepala negara. Prabowo, yang berdiri di samping Jokowi, kemudian mengangkat tangannya dengan gesture mengaminkan doa.
""Dan semoga beliau diberikan kekuatan untuk memimpin negara yang sangat besar sekali,"" kata Jokowi.
Simak Video: Prabowo Antar Jokowi Naik Maung ke Halim untuk Pulkam ke Solo
[Gambas:Video 20detik]"
Pesan Terakhir Jokowi Sebelum Tinggalkan Jakarta dan Pulang ke Solo	Ilyas Fadilah - detikFinance	Minggu, 20 Okt 2024 15:14 WIB	"Joko Widodo (Jokowi) resmi mengakhiri jabatannya sebagai Presiden ke-7 Indonesia pada hari Minggu, 20 Oktober 2024. Posisi Jokowi diganti oleh Prabowo Subianto yang telah dilantik di Kompleks DPR/MPR RI, Senayan.
Usai purna tugas, Jokowi langsung pulang ke Solo pada Minggu sore. Jokowi bertolak dari Lanud TNI AU Halim Perdanakusuma dan terbang menggunakan pesawat TNI AU Boeing B737 A7309.
Jokowi dan istrinya, Iriana tiba di lokasi diantar Presiden ke-8 Indonesia, Prabowo. Sejumlah Menteri di Pemerintahan Jokowi seperti Sri Mulyani Indrawati, Airlangga Hartarto, Zulkifli Hasan, Erick Thohir, Sandiaga Uno, Basuki Hadimuljono, Azwar Anas dan lainnya juga melepas kepergian Jokowi.
Sebelum lepas landas, Jokowi memberikan pesan untuk rakyat Indonesia. Ia berharap masyarakat tetap rukun dan bersatu membangun Indonesia.
""Rukun, bersatu, berangkulan membangun negara ini sesuai yang disampaikan oleh bapak Prabowo,"" kata Jokowi di Jakarta, Minggu (20/10/2024).
Ia mengatakan, menjadi Presiden adalah tugas yang sangat besar. Apa lagi banyak cita-cita dan keinginan masyarakat yang dititipkan, meskipun tidak semuanya bisa dilakukan.
""Tugas negara, tugas yang sangat besar dengan seluruh persoalan persoalan yang ada dengan seluruh keinginan keinginan besar, cita-cita masyarakat yang sangat banyak sekali, tidak bisa semua kita kerjakan,"" bebernya.
Ia lalu menyerahkan cita-cita masyarakat tersebut kepada Prabowo. Jokowi lalu mendoakan Prabowo agar tetap sehat.
""Oleh sebab itu, saya sampaikan kepada bapak Presiden, saya serahkan seutuhnya impian, harapan, cita-cita besar dari 280 juta rakyat Indonesia kepada Bapak Presiden Jenderal TNI Purnawirawan, Prabowo Subianto. Dan semoga beliau diberikan kesehatan, kekuatan untuk memimpin negara yang sangat besar ini,"" tutupnya.
Simak: Video Momen Pisah-Sambut Jokowi dan Prabowo di Istana Negara
[Gambas:Video 20detik]"
Lepas Kepulangan Jokowi ke Solo, Prabowo Kasih Pesan Ini	Ilyas Fadilah - detikFinance	Minggu, 20 Okt 2024 15:43 WIB	"Presiden Prabowo Subianto melepas kepulangan Presiden ke-7 Indonesia ke Solo, Jawa Tengah. Jokowi bertolak dari Lanud TNI AU Halim Perdanakusuma pada Minggu Sore.
Prabowo tidak banyak memberi keterangan dan hanya mendoakan yang terbaik untuk Jokowi.
""Iya kita mendoakan yang terbaik,"" singkat Prabowo, Minggu (20/10/2024).
Menurut Prbaowo, Jokowi juga kerap mendoakan dirinya untuk selalu kuat menerima tanggung jawab besar sebagai Presiden. Adapun Prabowo resmi dilantik hari ini, menggantikan Jokowi yang sudah memimpin selama 10 tahun.
""Beliau selalu menyampaikan ke saya, beliau berdoa saya kuat, untuk menerima tanggung jawab yang besar,"" imbuhnya.
Adapun sejumlah Menteri di Pemerintahan Jokowi seperti Sri Mulyani Indrawati, Airlangga Hartarto, Zulkifli Hasan, Erick Thohir, Sandiaga Uno, Basuki Hadimuljono, Azwar Anas dan lainnya juga melepas kepergian Jokowi.
Sebelum lepas landas, Jokowi memberikan pesan untuk rakyat Indonesia. Ia berharap masyarakat tetap rukun dan bersatu membangun Indonesia.
""Rukun, bersatu, berangkulan membangun negara ini sesuai yang disampaikan oleh bapak Prabowo,"" kata Jokowi.
Ia mengatakan, menjadi Presiden adalah tugas yang sangat besar. Apalagi banyak cita-cita dan keinginan masyarakat yang dititipkan, meskipun tidak semuanya bisa dilakukan.
""Tugas negara, tugas yang sangat besar dengan seluruh persoalan persoalan yang ada dengan seluruh keinginan keinginan besar, cita-cita masyarakat yang sangat banyak sekali, tidak bisa semua kita kerjakan,"" tutupnya.
Simak Video: Prabowo Antar Jokowi Naik Maung ke Halim untuk Pulkam ke Solo
[Gambas:Video 20detik]"
Upacara Lepas Sambut Jokowi ke Prabowo Digelar di Istana Merdeka	Eva Safitri - detikNews	Minggu, 20 Okt 2024 14:18 WIB	"Presiden ke-7 RI Joko Widodo (Jokowi) resmi menyerahkan tongkat estafet jabatan ke Prabowo Subianto yang telah resmi dilantik sebagai presiden. Prosesi serah terima jabatan itu digelar di halaman Istana Merdeka, Jakarta.
Pantauam detikcom, Minggu (20/10/2024), upacara serah-terima jabatan digelar pukul 14.00 WIB. Prabowo menjadi inspektur upacara ini.
Sementara itu, Jokowi tampak berdiri di samping Prabowo. Upacara dimulai dengan lantunan lagi 'Indonesia Raya'. Ledakan sejumlah meriam juga terdengar di samping iringan lagu kebangsaan tersebut.
Setelah itu, Prabowo dan Jokowi turun ke halaman Istana Merdeka mengikuti jalur karpet merah yang telah disiapkan. Keduanya memeriksa pasukan hingga kembali ke tempat awal dan upacara pun selesai.
Saat upacara selesai, terlihat flying pass di atas langit Istana. Atraksi itu menutup upacara penyambutan."
Jokowi dan Iriana Tiba di Bandara Adi Soemarmo Solo	Agil Trisetiawan Putra - detikJateng	Minggu, 20 Okt 2024 16:30 WIB	"Presiden Ke-7 Republik Indonesia (RI), Joko Widodo (Jokowi), tiba di Bandara Adi Soemarmo, Kabupaten Boyolali. Jokowi tiba bersama sang istri, Iriana Jokowi.
Dari pantauan detikJateng, rombongan tiba di Bandara Adi Soemarmo pukul 16.05 WIB menggunakan pesawat milik TNI Angkatan Udara. Jokowi dan Iriana keluar bersama dari pesawat.
Di sekitar Bandara Adi Soemarmo, masyarakat sudah menunggu kedatangan Jokowi sejak siang tadi. Relawan, siswa, hingga pertunjukan kesenian berdiri berjajar di jalan Adi Soemarmo yang dilintasi rombongan Jokowi.
Salah seorang warga asal Sukoharjo, Ardianto, mengatakan dia sudah menunggu kedatangan Jokowi sekira pukul 11.00 WIB.
""Saya ingin menyambut kedatangan Jokowi,"" kata Ardianto kepada detikJateng, Minggu (20/10/2024).
Dia mengaku senang dengan 10 tahun kepemimpinan Jokowi. Sehingga dia berharap, apa yang sudah dilakukan Jokowi bisa dilanjutkan.
""Bagus sekali, harus dilanjutkan Pak Prabowo (Subianto). Dari segi pembangunan, sosial, dan lainnya,"" ujarnya.
Ditemui terpisah, Kapolresta Solo, Kombes Iwan Saktiadi, mengatakan Jokowi akan menggunakan mobil terbuka saat perjalanan dari Bandara Adi Soemarmo hingga kediaman Sumber, Kecamatan Banjarsari, Kota Solo.
""Polresta Surakarta salah satu dari gugus tugas yang akan melaksanakan pengamanan Presiden Ketujuh Bapak Jokowi dan Ibu Iriana Jokowi. Yang akan direncanakan akan tiba sore ini pukul 16.00 WIB di Bandara Adi Soemarmo Solo,"" kata Iwan kepada awak media di Stadion Manahan Solo.
""Disiapkan kendaraan bak terbuka, di mana beliau bisa berinteraksi dengan masyarakat agar beliau tidak terhalang. Bagaimana masyarakat menyambut kedatangan beliau dan bergembira atas kehadiran beliau kembali ke Surakarta,"" imbuhnya.
Rute yang akan dilalui rombongan Jokowi ini nanti via darat dari Bandara Soemarmo menuju kediaman Jokowi di Sumber. Mereka akan melintasi Jalan Adi Soemarmo (Boyolali), Jalan Adi Sucipto (Karanganyar-Solo), berbelok ke jalan Ahmad Yani (Solo), berbelok ke jalan Letjen Suprapto, dan tiba di kediaman Sumber.
Sebanyak 1.116 personel gabungan dari TNI, Polri, Dishub, Satpol PP dikerahkan untuk mengamankan kepulangan Jokowi dari Bandara Adi Soemarmo hingga kediaman Jokowi di Sumber.
""Tentunya 1.116 personel ini sudah kita hitung, bagaimana intelijen memberikan masukan kepada kita mengenai euforia masyarakat yang akan hadir. Diperkirakan lebih dari 30 ribuan masyarakat hadir menyemarakkan menyambut kepulangan beliau Presiden Ketujuh Pak Jokowi dan Ibu Iriana kembali ke kediaman Sumber,"" pungkasnya."
